-2.366742182337861489e-01,-6.200833727794984318e-01,6.691635112196510082e-01,8.766290827446180378e-01,9.947991796421968846e-01,-1.273828054840529189e+00
-2.307987849320494722e-01,-6.567018255315780761e-01,6.892763832914964306e-01,4.168816672389995537e-01,7.375344880363127187e-01,-1.273281427000341859e+00
-9.119876825819049626e-02,-6.992937420059701648e-01,8.729644055869768549e-01,1.852604031801884377e-01,-2.238876466659600162e+00,1.953904295367277832e+00
-5.031656006640271295e-02,-7.105940756460369379e-01,7.450416955608137881e-01,5.928544330172646343e-02,-1.437589799479902508e+00,9.957325122305483722e-01
-6.210334669787970219e-02,-7.097388644594742058e-01,7.243245206870294606e-01,-8.358587306476013001e-01,1.787484483857619377e+00,-6.418656735180883199e-02
-7.045414903027916176e-03,-6.267937990728136288e-01,6.787686614016302800e-01,-6.226748463026775537e-01,5.788655094838482951e-01,1.334707375864484957e+00
-1.647170798676328707e-01,-7.215273848820688007e-01,8.220087032076290878e-01,-6.941298340276108592e-02,1.799599596402445378e+00,-1.349771795267660224e+00
-6.020405787382652335e-02,-7.055914478327699468e-01,8.426293748275344164e-01,-8.463394593853388326e-01,-6.777273279699531638e-01,1.085525218827359639e+00
-2.340780231215452978e-01,-6.435361851368284203e-01,6.812676145923119986e-01,-3.933401739884283543e-01,-3.800879640791945957e-01,-1.359535685705894670e+00
-2.330896509350141865e-01,-6.080187125160997352e-01,6.606286938366112693e-01,4.675436253053152358e-01,7.003280170356335210e-01,-1.130370038013575718e+00
-2.221021775103375895e-01,-6.775951905323434055e-01,7.042270902339562433e-01,-4.810703177907972861e-01,-3.314239459308714886e-01,-1.051744210280779246e+00
-9.566929588578601540e-02,-7.201353595156148035e-01,7.247150640776994779e-01,-5.301822328402566731e-01,6.992073766355474396e-01,4.857207913087364243e-02
-3.469591342285406610e-02,-6.925395213920678694e-01,8.389102833407587889e-01,-1.657705214884773293e+00,1.482128509347094392e+00,-2.931447840922667969e-01
-7.998997908268218326e-03,-6.586172769976303965e-01,7.055615003006735497e-01,1.631128771211073136e+00,-2.126572412304553072e+00,7.536128543577502725e-01
-9.210763603753441275e-02,-7.221990449377995169e-01,8.258655921622257701e-01,-5.678547758152650005e-01,-1.543277012998386155e+00,1.124123450808823810e+00
-2.312957017044017238e-01,-6.351155959518981486e-01,6.722951507211206712e-01,1.652121666914661002e+00,2.381442434013953946e+00,-3.592853314955953281e-01
-6.105097704584977469e-04,-6.609395790300125473e-01,7.224581329241793748e-01,-1.577707375635736931e+00,1.451648552690908645e+00,1.038490434819089536e+00
-1.767609510914076032e-01,-7.007468738008937326e-01,6.974283182934947201e-01,-7.536967645885447320e-01,-2.584588434352720565e+00,2.263453988092733460e-01
-1.621972994697462589e-03,-6.652875579404075035e-01,7.279690738549952078e-01,1.123025708235920961e+00,-1.276679168775071815e+00,1.313471205981056045e+00
-1.946992634591387938e-03,-6.776669989196936195e-01,7.905090687179333608e-01,-1.935473851749949903e+00,1.714249252147314495e+00,3.212883120991407715e-01
-6.408681641576292887e-02,-7.120126314210314389e-01,8.307937892144344749e-01,-6.438832997652191859e-01,-9.894229895958034371e-01,1.148032344448269404e+00
-8.218018789227578280e-02,-7.265605300923186904e-01,7.747522009502608720e-01,-6.149513163687883033e-01,-6.865771371215801944e-01,6.170783811717304168e-01
-4.397588717670208869e-03,-6.720186732958278730e-01,7.353858519648868164e-01,1.808655631462734892e+00,-2.105558828283244033e+00,7.745955930393334521e-01
-2.996453155968648030e-02,-6.980066256959547299e-01,8.146958274890798712e-01,8.357997221965887983e-04,-1.194756399290668236e+00,1.507616716902691945e+00
-3.007458528009021581e-02,-7.026787251446667826e-01,7.792212851970072851e-01,-1.483539156972505824e+00,2.184870479152891676e+00,-6.162613708861249817e-01
-1.891151629501552356e-01,-6.866307606972337219e-01,6.851145293821645499e-01,3.622758588885685582e-01,1.616875587373250100e+00,-6.299753803274459329e-01
-1.822145233156781119e-01,-7.144064395372864418e-01,8.270875426930445196e-01,-1.137524137970073568e+00,-2.531067056607533505e+00,1.437973365265097003e+00
-1.295035126691590488e-01,-6.915114533611302905e-01,6.706979682194339487e-01,5.882733066398993307e-03,2.358374224507900685e+00,-1.270985946025638691e-01
-2.263840731213282997e-01,-6.957151922086060036e-01,8.003719437244821711e-01,-1.271881927347126018e+00,-1.135158070185672052e+00,-9.474822284281061435e-01
-2.007201962285144470e-01,-6.769033319710200391e-01,6.818798492903183073e-01,-5.583469631210494777e-01,-1.016705312934714778e+00,-5.717190733912592693e-01
