1.496705412864685059e-01,-5.870342620213826468e-01,-3.717578227519989120e+00,1.166285257165630695e-02,7.800955595448613202e-03,3.570616278797388021e-02
6.778200745582579900e-02,-5.403960259755452578e-01,-3.889201032320658502e+00,1.078221911564469261e-02,5.422799236451586458e-03,3.572559261073669085e-02
-3.125144728024800700e-01,-2.304713610808054591e-01,-3.525546623865763340e+00,1.697630211710929923e-03,-4.273719089105725011e-03,3.567185958226521542e-02
-5.413635005553563140e-01,-3.932313764095306530e-01,-3.691994916598002163e+00,6.598799712955951899e-03,-1.079195698102315346e-02,3.579275924712419649e-02
6.941233118375142452e-02,-4.516057093938191658e-01,-3.386690334479014020e+00,7.067022720972696535e-03,6.297678994014859269e-03,3.564135265847047374e-02
6.692441821098327193e-02,-5.496712915102640595e-01,-3.887358169555664045e+00,1.106402878959973635e-02,5.412883128349979360e-03,3.573045237610737723e-02
-5.043787558873494455e-03,-2.992887687683105646e-01,-3.546151897112528317e+00,3.308256110176444227e-03,4.123576466615001303e-03,3.564611919224262154e-02
-2.347738166650136238e-01,-2.664964425563812189e-01,-3.821492065588633302e+00,3.050266867503523705e-03,-2.670965523769458332e-03,3.568868940075238527e-02
-3.938063146670659487e-01,-5.518858484427133781e-01,-3.993378854592641414e+00,1.164117265803118507e-02,-6.719542872160672899e-03,3.583266284316777989e-02
7.188525875409444710e-02,-5.768136052290598892e-01,-3.883367122014363737e+00,1.189849606715142651e-02,5.568762725840011897e-03,3.575150238970915134e-02
-3.974639521042506174e-01,-4.872239108880360714e-01,-3.982917079130808613e+00,9.907989560936887943e-03,-6.710262096797426669e-03,3.581955268979072904e-02
2.788876016934712862e-02,-4.093805885314941162e-01,-3.859582770665486606e+00,7.280719690024852961e-03,4.671149859204888101e-03,3.568089620520670940e-02
-1.215474812189737963e-01,-3.517730116844177135e-01,-3.303773860931396467e+00,3.979953583329916104e-03,1.600856914495428496e-03,3.564069550484418730e-02
-4.858821570873260720e-01,-5.552706734339396544e-01,-3.231829922199249250e+00,9.497252339497209289e-03,-8.284580870531499039e-03,3.578165593246619008e-02
-4.112553970019022787e-01,-2.640625790754954072e-01,-3.610767562389373797e+00,2.760489480569958479e-03,-7.184108806153138849e-03,3.568698550264040592e-02
-1.466764460007349558e-01,-6.193005327383677150e-01,-3.140123226642608678e+00,1.054685287488003539e-02,8.996169827878475233e-04,3.574342946211497146e-02
1.255817147095998065e-01,-6.460478381315867269e-01,-3.374158952236175679e+00,1.135986268830796106e-02,7.182132573798298732e-03,3.568544923017422099e-02
-4.159781455993652455e-01,-5.381552012761433579e-01,-3.183509476979573538e+00,8.639612713207801484e-03,-6.037715196919937743e-03,3.574553256233533455e-02
-6.164199447631836248e-01,-5.539245788256327296e-01,-3.612838915189107158e+00,1.061773571496208574e-02,-1.246293650629619679e-02,3.587493242075046052e-02
-1.530469779173533051e-01,-5.282804711659749852e-01,-3.212771969636281533e+00,8.934279093518853951e-03,3.960215899472435339e-03,3.568006288260221204e-02
-3.386567119757334376e-01,-2.714652291933695727e-01,-3.791544721921284999e+00,3.220789646729826754e-03,-5.124372315282623228e-03,3.569088627894719673e-02
-3.667521516482035171e-01,-3.255971431732177512e-01,-3.871212475299835365e+00,4.862510440871119569e-03,-5.842457573550442936e-03,3.573219279448191371e-02
-4.810571153958638768e-01,-5.447171207269032589e-01,-3.217620159784952971e+00,9.142352289830645018e-03,-7.541942484676837991e-03,3.579796278228362244e-02
-4.455678019920985000e-01,-3.396316119035084902e-01,-3.814296888510386285e+00,5.167013065268595898e-03,-8.004696150310337474e-03,3.575494233518838882e-02
-2.442867644627889079e-01,-4.109044563770294367e-01,-3.214039936860402236e+00,5.399546902626752715e-03,-1.056802738457918210e-03,3.568426569302876605e-02
1.325378517309824533e-01,-5.421209967136383368e-01,-3.537052230834961009e+00,9.629849238942066875e-03,8.289128228401144993e-03,3.568110930422941501e-02
-1.456913983821868930e-01,-3.378143417835235418e-01,-3.312631637255350814e+00,3.688916992396116222e-03,1.278703554222981051e-03,3.564498927444219312e-02
-4.853606422742207452e-03,-6.050404139359791822e-01,-3.244707523187001730e+00,1.041166574694216314e-02,5.250982901391883402e-03,3.570960956315199358e-02
-6.230016350746154785e-01,-5.260936196645100704e-01,-3.581255407333374219e+00,9.606209859872857915e-03,-1.215743444239099878e-02,3.585295920570691353e-02
-5.667554169893265215e-01,-5.247038892904917207e-01,-3.789048398335774781e+00,1.043325907240311330e-02,-1.129561373343070281e-02,3.584625261525312828e-02
